user,login_hour,files_accessed,commands_executed,session_duration,failed_logins
mike,23,14,19,44,0
tom,16,2,19,60,1
charlie,15,8,25,13,0
tom,7,8,29,55,0
sarah,10,14,26,26,1
paul,19,4,29,18,1
charlie,12,6,23,22,0
robert,10,10,10,113,0
jack,23,13,5,40,0
bob,22,12,19,93,1
frank,13,11,23,25,0
sarah,8,7,24,10,0
nina,8,2,28,53,0
tom,22,2,9,77,0
sarah,10,7,8,117,1
linda,11,12,25,59,1
kevin,20,11,5,73,0
kevin,13,15,13,30,0
robert,21,7,13,89,1
charlie,12,4,15,57,1
bob,23,15,27,16,0
mike,23,8,11,36,1
jack,21,6,23,17,0
jack,23,12,19,89,0
henry,21,9,17,14,1
bob,23,14,30,28,1
oscar,14,7,19,81,1
grace,8,10,9,54,1
sarah,11,9,16,18,0
kevin,11,15,10,58,1
charlie,13,1,11,43,1
oscar,19,10,13,97,1
charlie,12,5,6,118,0
queen,7,14,6,106,0
emma,8,2,20,12,1
jack,23,3,20,92,1
irene,18,3,9,36,0
robert,21,8,26,17,0
queen,10,9,29,119,1
mike,23,10,22,29,1
david,16,7,29,96,0
queen,9,8,16,101,0
paul,15,82,192,37,6
oscar,19,7,15,36,0
david,15,14,8,103,1
tom,15,9,10,98,0
emma,11,8,9,81,1
bob,23,7,7,81,0
linda,11,10,7,109,1
jack,21,1,8,120,1
oscar,11,5,29,108,1
grace,8,11,30,107,0
henry,22,4,29,37,1
nina,9,12,21,19,1
bob,23,10,30,116,1
henry,23,6,9,48,1
kevin,20,14,5,108,0
linda,11,3,26,51,1
grace,10,11,16,103,0
alice,10,12,15,26,0
emma,11,13,20,11,0
emma,11,10,24,84,1
oscar,19,14,15,58,0
oscar,8,42,132,55,7
henry,22,14,25,103,1
robert,13,4,13,111,1
jack,21,12,7,105,0
tom,19,4,28,49,1
bob,22,4,9,65,1
frank,15,15,9,20,1
grace,10,11,11,21,1
charlie,12,2,9,40,1
irene,17,9,22,110,0
grace,9,2,19,26,0
linda,8,8,16,47,1
alice,11,11,30,62,0
grace,9,4,8,49,0
alice,9,7,18,61,0
tom,20,15,8,88,1
queen,12,7,16,110,0
tom,19,10,8,98,0
sarah,9,5,22,62,0
oscar,9,9,26,44,1
tom,16,15,24,55,1
paul,17,9,18,57,0
nina,10,2,19,41,1
paul,10,9,9,111,0
tom,11,13,18,21,1
tom,17,4,7,55,0
grace,11,13,21,69,0
nina,21,12,22,69,1
charlie,14,10,18,83,0
oscar,18,2,26,16,0
mike,22,10,17,31,1
emma,10,8,17,20,0
charlie,16,8,6,96,0
henry,21,11,10,76,1
emma,10,11,17,89,1
david,16,12,16,33,0
frank,16,13,26,66,0
tom,9,10,20,43,0
emma,11,11,8,42,1
kevin,19,7,28,58,0
charlie,15,4,6,86,1
robert,8,4,5,56,1
henry,22,14,17,55,1
sarah,10,6,15,84,1
oscar,10,4,22,112,1
queen,14,6,28,93,1
nina,6,6,23,93,0
queen,22,10,19,48,1
jack,23,6,25,63,0
oscar,12,5,22,96,0
alice,8,6,30,79,0
kevin,15,3,18,114,0
kevin,14,11,19,27,1
queen,19,10,11,114,0
david,15,11,10,37,0
alice,9,9,7,75,0
linda,11,5,14,84,1
emma,11,15,26,60,1
tom,10,7,28,65,0
charlie,12,11,20,24,0
emma,11,4,10,88,1
queen,19,1,20,46,1
tom,18,12,25,93,1
bob,23,11,23,92,1
mike,22,6,8,117,1
jack,21,5,7,75,1
emma,11,8,8,84,1
sarah,9,9,6,72,1
frank,15,6,27,43,1
jack,23,6,27,16,0
frank,12,4,13,62,0
robert,9,6,7,118,0
irene,6,15,10,56,0
kevin,8,10,9,12,1
emma,10,8,21,96,0
linda,9,11,24,71,0
david,13,3,24,83,0
irene,19,10,29,28,0
bob,21,11,22,68,1
irene,22,6,18,63,1
robert,10,13,29,105,0
sarah,8,15,27,37,1
jack,23,6,17,95,0
tom,19,2,25,56,0
frank,16,4,6,61,0
kevin,14,4,22,105,0
emma,11,8,6,91,1
david,14,5,18,43,0
mike,23,15,25,38,1
grace,10,6,11,52,0
jack,21,2,26,34,1
grace,11,2,30,80,0
david,12,8,18,112,1
david,14,6,22,91,0
tom,22,8,25,15,1
bob,21,10,20,28,0
irene,22,10,10,42,1
linda,10,11,21,17,1
jack,23,6,20,118,1
irene,12,2,7,35,1
charlie,16,9,23,65,1
mike,21,1,11,110,1
oscar,16,15,5,56,1
jack,22,10,8,104,1
mike,21,3,15,45,0
jack,21,8,25,49,1
oscar,13,5,14,93,1
sarah,10,13,30,94,1
robert,18,13,14,19,0
queen,21,3,14,106,0
robert,20,5,20,27,1
mike,22,9,7,25,1
grace,8,14,20,75,1
queen,22,6,12,34,0
robert,11,9,12,86,1
tom,19,7,25,67,1
henry,23,5,17,25,0
sarah,11,15,13,10,1
linda,10,11,12,106,1
tom,20,4,27,61,1
bob,23,3,30,93,1
tom,6,4,9,117,1
sarah,11,4,11,93,1
paul,14,14,10,20,1
mike,22,3,19,101,0
tom,11,53,106,115,3
nina,9,1,18,64,1
sarah,8,4,25,91,1
robert,14,2,25,37,1
sarah,10,9,19,119,1
david,16,5,8,54,0
alice,8,14,7,116,1
bob,22,2,12,85,1
david,16,6,21,82,0
emma,8,13,23,115,1
sarah,8,7,15,110,0
sarah,9,2,29,61,1
grace,10,3,10,85,1
bob,23,7,24,68,1
robert,14,13,6,35,0
bob,23,14,15,61,1
paul,7,9,26,11,0
david,14,12,11,102,1
alice,8,7,22,63,0
nina,15,9,8,22,0
queen,9,9,11,70,1
robert,11,9,27,85,0
alice,9,9,30,66,1
bob,22,7,28,113,1
nina,20,14,7,110,0
kevin,19,14,16,103,0
bob,23,5,30,34,0
paul,7,13,5,58,1
nina,9,12,20,117,1
sarah,11,13,9,68,1
david,14,5,17,13,0
linda,11,9,27,59,0
robert,12,14,29,19,0
henry,21,2,26,27,1
grace,11,1,29,107,0
nina,19,14,30,77,1
nina,11,1,26,63,1
mike,22,3,10,78,0
charlie,13,1,15,50,0
grace,11,9,21,23,0
irene,17,10,29,111,0
alice,11,15,18,88,0
linda,8,15,9,85,0
charlie,14,3,27,118,1
sarah,10,2,30,29,1
nina,22,6,6,45,1
bob,22,15,9,58,1
henry,23,9,21,19,1
jack,23,14,19,110,1
frank,14,12,27,92,1
emma,11,2,16,117,0
grace,10,8,15,75,1
frank,15,13,23,99,1
bob,22,10,15,95,0
jack,22,4,16,88,1
nina,9,1,12,92,0
grace,9,10,26,15,1
tom,16,11,11,74,1
emma,8,8,5,25,0
tom,17,9,12,76,1
frank,16,11,24,19,0
kevin,18,6,24,66,0
kevin,21,2,16,101,0
irene,8,11,19,117,1
kevin,10,1,20,40,1
jack,21,14,26,37,1
linda,11,14,20,110,1
emma,9,12,16,118,0
frank,15,3,10,90,0
henry,23,2,18,90,0
alice,11,15,18,79,1
robert,6,2,24,35,1
frank,16,10,7,57,1
jack,22,6,26,111,1
henry,22,1,16,108,0
paul,7,9,13,46,0
nina,8,5,14,29,1
nina,9,15,12,72,1
bob,21,7,5,92,1
sarah,9,6,27,15,0
david,16,1,17,14,0
alice,10,51,190,55,5
oscar,22,1,12,114,1
tom,12,7,15,31,0
kevin,18,9,7,35,1
kevin,9,1,15,98,1
tom,17,8,13,79,1
kevin,7,1,15,106,0
bob,23,6,27,56,1
jack,23,10,24,76,0
kevin,6,9,21,76,0
henry,22,8,15,69,0
david,14,15,20,96,0
kevin,18,13,24,37,0
sarah,9,7,30,69,1
alice,9,14,28,83,1
tom,12,2,6,67,1
mike,23,9,28,79,1
frank,13,13,11,120,1
charlie,13,11,17,95,1
queen,20,12,26,99,1
charlie,15,6,16,66,1
frank,16,7,26,95,0
oscar,8,13,14,40,1
oscar,12,13,8,53,0
linda,10,6,7,84,1
paul,11,14,14,49,1
grace,10,12,15,84,1
irene,8,3,6,51,1
robert,13,12,5,52,1
robert,14,15,15,99,1
frank,12,7,7,116,0
bob,22,7,27,80,1
paul,16,2,12,53,0
irene,12,14,25,34,1
queen,6,14,7,75,0
alice,8,1,13,95,0
mike,21,5,25,47,1
nina,10,8,29,54,1
grace,8,11,24,43,0
tom,19,4,19,15,1
mike,21,9,28,79,1
frank,14,4,29,91,0
oscar,20,4,15,73,0
emma,8,120,104,63,3
bob,22,3,11,26,0
oscar,16,10,20,74,0
charlie,13,9,6,120,1
nina,20,13,27,40,0
jack,21,2,26,67,0
sarah,8,9,18,19,0
linda,10,8,14,71,0
jack,21,8,14,117,1
grace,10,9,25,50,0
david,13,5,5,49,0
paul,22,9,7,36,0
david,12,1,22,87,0
nina,9,6,24,47,0
robert,22,72,192,118,6
sarah,8,9,16,110,0
bob,22,11,25,58,0
linda,9,10,18,59,1
charlie,16,5,12,66,1
queen,11,5,24,70,0
bob,22,11,13,89,0
nina,16,1,20,93,1
frank,16,5,27,72,1
bob,23,13,5,82,1
tom,13,6,27,90,0
queen,12,2,28,104,0
alice,8,12,16,57,0
kevin,14,1,14,16,0
henry,21,4,12,113,0
henry,22,4,29,39,0
queen,14,13,9,96,0
irene,8,2,7,116,1
tom,19,2,14,114,1
sarah,8,6,26,101,1
paul,12,3,20,40,0
sarah,11,6,11,65,1
sarah,9,8,24,116,0
nina,10,10,17,77,0
kevin,20,5,11,103,0
irene,12,11,27,22,1
henry,21,11,22,102,1
alice,9,1,13,61,1
mike,23,8,24,106,0
mike,23,7,7,69,1
sarah,10,4,6,62,0
grace,9,9,23,66,1
mike,22,9,17,41,1
jack,21,1,7,55,1
queen,13,14,14,112,1
david,15,4,6,96,1
queen,10,10,13,101,0
grace,10,15,14,14,1
sarah,10,12,30,91,0
frank,14,7,23,16,0
mike,23,12,14,107,0
henry,21,13,17,96,1
david,15,12,19,32,0
bob,23,15,29,32,1
david,12,1,13,120,1
kevin,6,3,14,20,1
sarah,8,13,18,84,0
frank,14,63,133,84,7
irene,21,2,11,11,0
queen,21,7,13,117,1
charlie,16,8,23,93,0
oscar,9,3,8,28,0
tom,16,2,22,35,1
henry,23,10,21,33,1
nina,10,9,16,52,1
nina,18,8,30,88,0
david,14,13,15,30,0
david,15,13,30,91,0
charlie,13,6,6,31,1
kevin,9,3,23,80,1
sarah,9,14,16,35,0
david,16,7,5,56,1
alice,8,3,27,58,0
queen,18,7,6,100,1
bob,23,3,5,19,1
alice,9,1,21,69,0
queen,9,1,12,100,0
paul,13,12,24,105,0
david,14,8,11,111,0
irene,9,12,8,12,1
david,13,3,10,103,1
charlie,15,5,17,83,1
irene,20,14,21,34,0
robert,10,8,8,100,0
emma,11,9,25,103,1
grace,9,14,18,39,0
grace,8,9,11,57,1
grace,11,7,23,23,0
kevin,20,7,9,67,0
robert,17,4,5,31,0
nina,21,12,6,11,1
charlie,13,10,20,24,0
irene,9,11,5,92,1
irene,15,8,12,59,1
mike,23,11,30,44,0
paul,9,14,27,104,1
sarah,10,14,22,63,0
jack,23,3,6,110,0
nina,10,1,12,45,0
tom,13,8,30,98,0
alice,9,15,10,48,1
bob,21,5,18,68,1
robert,20,5,27,54,1
emma,10,2,14,21,1
bob,22,5,5,85,1
mike,23,5,18,31,0
tom,21,4,21,77,0
grace,11,5,18,99,1
robert,20,10,24,85,1
bob,21,15,19,73,1
bob,21,1,14,62,1
mike,22,6,18,106,1
linda,8,13,29,90,1
grace,9,12,14,82,1
robert,9,6,19,93,1
nina,6,9,9,37,1
mike,21,1,28,93,0
queen,8,13,5,53,1
david,12,10,25,12,0
robert,11,11,27,37,0
tom,20,11,12,100,0
paul,7,3,10,99,0
david,15,10,7,108,0
bob,21,5,16,69,0
emma,10,10,26,30,1
robert,20,3,15,50,0
bob,21,2,22,29,1
irene,11,14,22,72,1
frank,15,11,23,116,0
robert,18,10,9,55,0
queen,8,1,21,49,1
mike,22,5,14,118,1
tom,15,54,133,59,5
oscar,6,14,28,26,1
nina,22,7,13,31,0
sarah,9,11,5,72,0
jack,23,1,20,24,0
emma,9,10,8,29,1
mike,21,11,5,87,1
sarah,10,8,13,99,0
david,16,2,27,24,0
sarah,8,5,20,77,1
tom,14,1,5,59,0
mike,21,14,9,103,0
david,16,8,23,14,0
alice,11,5,12,31,0
sarah,8,13,6,67,0
bob,23,14,6,66,1
kevin,7,7,23,85,1
irene,21,8,30,38,0
robert,12,3,7,103,1
linda,8,5,16,12,1
tom,13,2,14,81,0
david,15,3,17,81,0
linda,8,8,11,101,0
emma,10,2,26,115,0
grace,11,13,15,13,1
bob,21,3,30,85,1
oscar,12,13,23,16,1
oscar,11,5,5,16,0
frank,14,11,22,70,1
kevin,7,8,29,55,0
queen,19,10,29,80,0
tom,18,4,10,69,1
linda,9,14,15,15,1
emma,11,14,23,105,0
linda,9,1,30,11,0
david,15,11,24,58,1
kevin,17,10,24,51,0
paul,14,11,27,100,1
david,12,9,14,53,1
jack,23,2,29,21,1
nina,8,2,26,74,0
emma,8,13,18,66,1
paul,14,15,15,57,0
robert,8,6,6,61,1
irene,7,13,7,70,0
sarah,11,3,27,78,0
charlie,16,7,8,103,1
bob,22,1,23,39,0
mike,22,6,11,49,1
queen,15,9,12,61,1
kevin,19,8,27,65,1
queen,20,6,23,68,1
oscar,17,3,23,57,0
tom,7,6,26,90,1
paul,17,1,22,97,1
robert,21,4,23,11,0
emma,9,12,6,80,0
irene,8,10,14,89,1
charlie,14,11,25,14,1
sarah,10,3,24,57,1
queen,21,14,13,44,0
kevin,8,14,25,89,0
jack,22,9,23,84,0
nina,14,9,14,120,0
kevin,18,10,11,75,0
linda,8,10,14,119,1
oscar,6,7,11,16,1
emma,10,2,11,73,1
henry,21,3,23,55,0
grace,8,11,7,99,1
charlie,14,7,22,102,0
kevin,21,4,8,64,0
charlie,15,14,11,81,0
oscar,9,15,14,90,0
mike,21,11,25,20,1
emma,10,7,20,91,0
sarah,8,3,6,81,0
paul,9,3,18,36,0
jack,21,4,24,17,0
frank,16,2,12,34,0
queen,14,6,5,12,1
bob,23,9,18,110,0
grace,10,2,5,103,0
jack,21,15,25,51,1
mike,22,8,29,88,0
irene,11,12,27,56,0
henry,21,3,24,24,1
jack,22,2,23,95,0
alice,9,4,11,84,0
irene,22,11,17,66,0
robert,11,5,28,66,0
queen,9,8,16,79,1
charlie,15,13,23,23,1
grace,8,1,15,81,0
jack,22,8,9,45,0
kevin,11,12,7,97,1
irene,15,6,29,45,0
jack,22,2,13,115,1
bob,22,13,29,105,1
emma,10,5,13,15,0
mike,23,5,5,59,0
grace,8,6,9,69,0
robert,22,5,14,67,0
paul,18,15,12,114,0
grace,9,13,29,32,1
kevin,14,5,13,14,0
robert,10,2,27,14,1
bob,23,5,27,89,0
grace,10,7,21,93,0
sarah,10,7,23,43,0
kevin,7,11,6,49,0
queen,20,4,25,12,1
queen,22,3,16,13,0
charlie,16,12,7,98,0
jack,22,10,22,101,1
frank,16,15,30,14,0
david,12,5,16,80,1
sarah,8,15,16,92,0
sarah,11,5,6,93,1
kevin,21,5,27,32,0
henry,22,10,6,16,0
jack,22,119,155,31,7
linda,8,2,8,82,1
nina,16,3,13,76,0
grace,8,9,26,19,1
sarah,9,9,6,65,0
oscar,10,15,27,72,0
charlie,13,9,19,37,1
robert,10,82,195,76,3
charlie,13,2,12,63,1
henry,23,1,23,11,1
oscar,11,6,27,79,0
oscar,16,11,6,101,1
alice,9,15,8,87,0
david,12,3,8,117,0
linda,8,105,191,89,8
alice,8,6,26,82,1
irene,17,6,26,87,0
queen,21,2,12,109,1
jack,21,15,22,12,0
alice,8,1,27,45,1
paul,9,2,5,21,0
nina,13,3,25,92,0
queen,17,2,21,55,0
oscar,9,4,24,112,1
frank,14,2,5,49,0
bob,21,4,30,78,0
david,15,15,26,48,1
sarah,10,10,28,36,1
david,16,4,11,18,1
david,13,9,13,72,1
tom,17,11,11,94,0
jack,21,6,10,119,0
paul,11,14,29,42,0
charlie,16,12,21,83,1
jack,23,3,29,89,0
jack,21,7,12,60,0
frank,12,13,19,15,1
robert,7,7,16,102,0
sarah,8,2,24,78,0
irene,9,5,27,65,1
frank,13,10,7,58,0
henry,23,8,14,64,0
sarah,8,5,13,117,1
sarah,10,8,15,33,1
queen,20,7,6,25,0
kevin,11,3,8,106,0
kevin,8,14,11,97,1
irene,17,14,6,45,0
queen,16,11,12,12,0
grace,8,6,11,78,1
david,15,2,29,57,1
bob,21,7,23,74,1
kevin,22,6,26,96,0
alice,11,15,25,30,0
jack,22,4,15,61,0
grace,10,3,6,12,0
jack,21,11,17,22,0
david,13,2,22,18,0
nina,19,6,27,112,0
oscar,9,6,10,20,1
emma,11,3,12,62,0
emma,8,3,18,73,1
mike,22,2,12,96,0
emma,10,14,18,87,1
tom,10,7,7,115,1
emma,10,13,7,56,1
bob,22,1,19,11,1
irene,7,13,13,91,1
queen,22,15,29,53,0
nina,13,6,15,93,1
tom,10,3,12,105,0
bob,21,9,17,34,1
david,13,5,10,61,0
frank,15,2,19,74,0
grace,8,2,10,79,1
sarah,8,14,20,23,1
david,15,7,24,54,0
nina,10,10,19,56,0
mike,21,14,23,53,1
david,16,2,16,93,0
mike,21,4,5,83,1
irene,18,6,16,66,1
emma,9,14,28,40,0
grace,11,10,28,84,1
oscar,14,3,12,44,1
charlie,15,15,6,11,0
oscar,13,10,11,113,1
emma,10,8,15,92,0
mike,22,5,24,37,1
nina,6,1,6,94,0
alice,11,10,20,14,0
david,12,15,13,97,1
grace,10,1,14,53,0
charlie,12,14,14,79,1
emma,11,3,5,60,1
robert,18,12,28,29,0
charlie,15,9,18,60,0
queen,10,7,6,79,1
henry,21,8,28,88,1
emma,10,5,27,60,0
paul,20,13,30,48,1
mike,23,6,10,87,0
tom,6,15,25,114,1
robert,21,15,13,23,0
irene,19,13,19,96,1
david,12,12,25,61,0
paul,16,2,8,61,0
henry,23,11,10,46,0
bob,21,13,15,32,1
grace,8,5,27,36,1
kevin,16,3,18,37,0
henry,21,15,14,37,0
david,15,13,28,97,0
nina,14,14,8,76,1
emma,9,13,20,59,0
emma,10,10,30,69,0
charlie,13,12,21,13,0
jack,23,9,30,34,0
irene,17,14,11,115,0
oscar,21,2,23,54,1
paul,17,9,24,79,1
oscar,15,15,23,57,1
linda,10,9,16,101,0
queen,9,13,17,119,1
jack,22,14,28,66,0
mike,21,3,24,50,0
frank,12,3,22,29,0
tom,20,5,13,78,0
nina,18,8,16,42,1
frank,12,13,30,31,1
frank,13,1,8,91,0
robert,14,3,22,34,0
jack,23,13,30,58,0
david,12,10,9,25,1
linda,8,1,6,19,1
charlie,16,15,26,106,1
jack,21,3,20,38,0
tom,8,8,23,68,0
paul,10,1,14,82,1
queen,7,10,9,76,1
nina,6,1,12,119,0
paul,13,8,14,75,1
irene,11,11,7,95,0
sarah,11,8,9,107,0
bob,23,12,21,90,1
henry,21,12,24,33,0
emma,11,3,18,47,1
kevin,6,15,21,97,1
tom,13,15,21,61,0
jack,23,5,11,86,1
grace,8,7,21,62,0
nina,15,9,6,99,0
david,15,14,25,31,1
sarah,9,10,5,17,0
linda,9,9,22,11,0
oscar,14,1,16,14,1
queen,12,2,23,71,1
queen,15,4,24,59,0
henry,21,3,21,24,0
frank,13,12,5,105,0
tom,9,12,6,66,0
emma,9,4,28,101,1
kevin,11,5,27,55,0
charlie,15,10,29,50,1
robert,18,2,18,100,0
oscar,11,12,25,44,0
bob,23,5,26,31,0
linda,10,50,170,46,5
irene,13,10,27,12,1
paul,22,9,18,47,0
henry,23,8,21,19,1
paul,8,11,9,120,1
henry,23,13,29,100,1
robert,11,2,13,114,1
nina,19,12,23,81,0
paul,13,9,27,115,0
mike,23,15,23,58,1
jack,21,1,13,41,1
robert,14,11,17,37,0
alice,8,10,30,49,0
paul,20,2,28,11,0
emma,10,14,6,31,1
oscar,9,7,30,105,0
alice,11,11,6,70,0
mike,22,4,28,47,1
paul,14,5,14,119,1
bob,23,5,13,47,0
linda,9,8,24,65,0
emma,11,2,12,88,0
paul,13,10,25,69,1
david,14,14,23,97,0
grace,10,6,30,34,0
tom,16,11,5,38,1
linda,9,4,13,97,1
oscar,8,12,16,25,0
emma,8,7,29,83,0
queen,21,13,22,54,1
paul,20,3,12,115,1
oscar,15,7,17,12,1
robert,14,3,17,26,0
mike,23,4,11,80,0
henry,22,15,12,112,0
queen,9,12,25,115,1
david,14,10,7,41,0
oscar,14,10,27,11,1
tom,18,7,10,25,1
kevin,18,13,7,115,1
bob,23,14,13,50,0
tom,15,7,5,70,1
jack,22,9,17,74,1
tom,18,5,5,15,1
linda,10,13,8,79,1
david,12,4,17,65,0
queen,11,14,28,48,1
grace,9,7,12,62,1
grace,10,3,16,61,1
robert,21,13,9,28,0
nina,21,4,12,51,1
queen,16,12,21,69,0
henry,23,10,26,105,0
kevin,8,1,20,106,0
charlie,13,15,7,116,1
nina,7,1,12,102,0
jack,23,12,22,31,1
linda,9,11,27,76,0
sarah,10,7,23,55,0
jack,22,4,16,108,0
charlie,12,8,14,101,0
oscar,9,14,30,83,0
robert,11,7,20,94,0
robert,17,14,23,21,1
queen,8,2,30,71,1
kevin,22,15,27,64,1
grace,9,6,30,22,0
grace,11,9,7,112,0
oscar,18,10,27,38,1
robert,9,9,20,111,0
grace,8,3,26,94,1
alice,8,13,13,14,1
mike,21,11,23,37,0
charlie,12,11,24,57,1
nina,22,9,29,80,1
oscar,18,12,18,42,1
robert,6,1,29,41,0
charlie,14,9,6,96,0
kevin,6,9,23,12,1
henry,23,2,11,61,1
grace,9,14,28,46,1
mike,23,1,14,10,0
sarah,10,4,20,19,0
david,16,3,23,91,0
irene,14,15,7,50,0
linda,9,1,8,22,0
david,14,4,20,63,0
linda,10,2,22,60,1
paul,13,10,28,79,1
robert,16,4,25,20,0
jack,23,5,21,24,1
frank,14,6,25,93,0
emma,10,15,24,66,0
irene,16,10,12,113,1
bob,21,13,30,62,0
sarah,10,9,13,34,1
linda,11,13,12,30,0
grace,11,10,18,19,0
oscar,20,15,9,106,1
david,15,8,17,92,0
charlie,12,2,12,19,1
jack,21,10,13,75,0
charlie,12,10,23,68,0
alice,11,1,9,119,0
charlie,14,2,25,88,0
robert,7,8,22,89,1
tom,8,14,24,81,0
alice,11,2,7,40,0
grace,11,4,14,103,0
paul,7,4,12,35,1
sarah,11,2,22,71,1
grace,9,9,25,15,1
irene,18,14,14,79,1
frank,15,13,30,78,0
charlie,14,8,7,19,0
robert,8,14,11,94,0
tom,8,5,27,76,0
oscar,14,9,24,80,0
henry,22,12,28,33,0
tom,21,6,23,92,1
irene,6,15,5,35,1
tom,11,9,13,56,0
irene,21,5,25,20,0
henry,22,6,29,100,1
david,13,3,12,47,0
david,15,15,21,18,0
irene,19,11,15,94,0
kevin,11,10,6,60,1
mike,23,14,19,58,0
emma,9,12,28,37,1
tom,16,13,23,21,0
oscar,18,5,14,112,1
oscar,15,11,27,21,0
charlie,14,1,27,64,0
emma,9,5,25,70,0
bob,21,9,18,113,0
bob,23,6,20,89,1
grace,10,4,20,88,0
grace,11,13,5,104,1
charlie,14,8,22,87,0
david,13,3,6,12,1
paul,19,15,6,10,0
grace,9,12,11,86,1
irene,9,7,5,32,0
queen,12,5,17,60,1
nina,12,14,24,25,1
alice,8,8,19,110,0
robert,17,13,13,28,1
mike,23,9,16,16,0
oscar,8,9,23,15,1
tom,22,7,24,91,0
irene,6,3,18,64,0
linda,10,8,26,57,1
grace,9,2,22,20,0
david,12,1,23,68,0
alice,8,3,14,31,0
oscar,22,7,24,61,1
oscar,12,10,23,89,0
frank,14,2,25,119,1
grace,9,6,11,106,1
tom,9,5,21,90,1
emma,10,3,18,88,1
linda,9,9,25,78,1
robert,10,5,21,75,1
emma,11,2,8,106,1
nina,14,10,24,71,1
frank,16,10,13,98,1
robert,8,2,22,97,0
tom,18,15,23,61,0
oscar,16,54,176,29,6
grace,8,8,10,12,0
charlie,12,12,29,114,0
tom,6,1,10,39,1
bob,23,10,27,68,0
mike,23,15,30,63,0
david,13,13,9,108,1
charlie,12,14,19,24,0
alice,10,13,7,81,1
linda,10,2,25,115,1
nina,17,7,23,62,1
robert,12,8,14,70,0
frank,12,5,17,22,0
frank,15,14,18,87,1
irene,7,14,17,39,1
sarah,9,3,19,109,1
linda,10,11,6,95,0
jack,21,13,15,59,0
queen,15,13,27,75,0
oscar,8,2,12,77,0
emma,10,11,12,111,1
nina,14,15,20,115,0
nina,14,4,5,25,0
grace,11,2,10,55,0
grace,10,7,23,19,1
robert,12,3,28,64,1
charlie,15,15,28,58,1
grace,9,4,6,102,0
robert,18,14,15,17,0
charlie,16,3,25,11,1
bob,23,5,16,20,1
alice,11,13,17,40,1
grace,10,15,24,108,0
emma,9,11,14,31,1
sarah,10,12,13,43,0
emma,9,2,11,41,1
charlie,14,3,30,58,0
nina,12,15,27,90,1
kevin,22,2,7,112,1
paul,11,4,29,83,0
bob,21,15,9,85,0
sarah,9,11,28,66,1
kevin,10,3,14,43,1
grace,8,5,6,23,1
alice,8,15,25,60,1
mike,21,10,22,73,0
oscar,17,13,23,72,0
mike,23,8,9,77,1
henry,21,4,19,62,1
queen,15,11,5,117,1
jack,22,3,17,73,1
mike,23,12,7,77,1
bob,21,4,7,48,0
linda,8,2,19,68,0
bob,22,6,18,61,1
emma,11,1,8,38,0
kevin,19,13,12,49,0
queen,21,10,15,54,0
mike,21,10,29,73,0
bob,21,4,22,48,0
queen,17,12,13,90,1
queen,18,7,8,31,1
emma,11,2,23,12,0
tom,10,5,18,42,1
frank,13,1,9,111,1
grace,8,13,21,89,0
grace,11,5,25,16,1
frank,13,14,16,54,0
charlie,12,10,7,14,0
david,16,15,20,46,1
paul,15,9,27,100,0
david,16,1,19,119,1
frank,12,10,8,119,0
irene,8,8,20,94,1
paul,8,3,12,111,0
alice,9,11,22,93,0
charlie,13,12,6,42,0
queen,9,5,27,24,0
alice,8,92,196,102,6
tom,12,3,10,76,1
david,14,10,22,39,1
jack,21,11,24,36,0
kevin,22,3,28,115,1
nina,9,8,13,52,0
mike,23,6,15,100,0
linda,9,14,14,75,1
charlie,13,10,26,59,0
alice,11,6,13,41,1
mike,21,2,23,48,0
jack,22,12,5,14,1
paul,14,3,14,50,1
oscar,15,1,15,94,0
grace,8,14,18,29,1
bob,21,6,21,24,1
henry,22,12,19,119,1
charlie,16,12,28,90,1
irene,16,3,16,69,0
tom,9,14,27,83,1
henry,23,5,23,102,0
henry,23,12,20,64,0
jack,22,3,24,37,0
irene,9,12,13,63,1
kevin,7,10,17,75,1
kevin,19,8,8,89,0
mike,21,14,13,21,1
sarah,11,14,17,81,0
grace,11,3,7,49,1
robert,18,10,20,64,1
david,15,3,10,52,1
queen,20,14,20,14,1
sarah,10,13,16,62,1
robert,20,15,26,41,1
david,14,2,18,109,1
charlie,15,13,17,79,0
paul,10,10,15,38,0
frank,12,12,22,80,1
paul,21,6,6,40,0
linda,10,7,30,81,0
mike,23,4,28,69,0
queen,11,7,17,46,0
linda,11,13,25,59,0
linda,11,3,25,110,0
alice,10,7,12,115,1
david,15,9,12,16,0
linda,9,11,9,80,1
emma,9,14,10,16,0
david,16,4,28,77,0
oscar,7,14,30,84,1
sarah,8,1,12,100,1
charlie,16,9,16,12,0
kevin,22,13,28,63,0
henry,21,1,30,21,0
david,15,3,27,21,0
nina,17,11,14,77,0
irene,19,10,29,26,0
tom,8,10,15,91,1
queen,21,11,8,89,1
grace,11,5,19,76,0
david,12,8,19,49,0
bob,21,7,19,54,1
emma,8,103,175,81,3
irene,8,14,6,59,1
tom,14,6,28,35,0
mike,23,9,27,80,1
irene,12,6,10,111,1
sarah,9,9,9,68,0
robert,11,8,12,91,0
nina,13,14,24,21,0
irene,17,13,13,91,1
bob,23,15,27,25,0
paul,17,14,5,77,0
linda,10,13,24,45,1
grace,10,7,24,89,1
robert,18,13,9,42,1
jack,23,9,13,30,0
charlie,14,11,14,119,0
irene,11,4,18,78,0
